OTUID	Kingdom	Phylum	Class	Order	Family	Genus
OTU3148	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	g_Muricauda
OTU3150	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Sphingobacteriales	f_ADurb.Bin408	g_norank_f_ADurb.Bin408
OTU3230	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Sphingobacteriales	f_Lentimicrobiaceae	g_unclassified_f_Lentimicrobiaceae
OTU3266	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	f_Marinifilaceae	g_Marinifilum
OTU3267	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	f_Marinilabiliaceae	g_norank_f_Marinilabiliaceae
OTU3474	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_HOC36	f_norank_o_HOC36	g_norank_f_norank_o_HOC36
OTU3587	d_Bacteria	p_Myxococcota	c_Polyangia	o_Polyangiales	f_Eel-36e1D6	g_norank_f_Eel-36e1D6
OTU4196	d_Bacteria	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Desulfovibrio
OTU4237	d_Bacteria	p_Verrucomicrobiota	c_Lentisphaeria	o_unclassified_c_Lentisphaeria	f_unclassified_c_Lentisphaeria	g_unclassified_c_Lentisphaeria
OTU4246	d_Bacteria	p_Patescibacteria	c_Gracilibacteria	o_JGI_0000069-P22	f_norank_o_JGI_0000069-P22	g_norank_f_norank_o_JGI_0000069-P22
OTU4323	d_Bacteria	p_Firmicutes	c_Clostridia	o_Peptococcales	f_Peptococcaceae	g_norank_f_Peptococcaceae
OTU4432	d_Bacteria	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Desulfovibrio
OTU4448	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfobacteraceae	g_Desulfobacter
OTU4539	d_Bacteria	p_Cloacimonadota	c_Cloacimonadia	o_Cloacimonadales	f_LK-44f	g_norank_f_LK-44f
OTU4559	d_Bacteria	p_Spirochaetota	c_Leptospirae	o_Leptospirales	f_Leptospiraceae	g_RBG-16-49-21
OTU4747	d_Bacteria	p_Synergistota	c_Synergistia	o_Synergistales	f_Synergistaceae	g_EBM-39
OTU4761	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfobacteraceae	g_Desulfobacter
OTU4784	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_unclassified_c_Gammaproteobacteria	f_unclassified_c_Gammaproteobacteria	g_unclassified_c_Gammaproteobacteria
OTU4796	d_Bacteria	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	f_Izemoplasmataceae	g_norank_f_Izemoplasmataceae
OTU4892	d_Bacteria	p_Cloacimonadota	c_Cloacimonadia	o_Cloacimonadales	f_MSBL8	g_norank_f_MSBL8
OTU4893	d_Bacteria	p_Latescibacterota	c_Latescibacteria	o_Latescibacterales	f_Latescibacteraceae	g_Candidatus_Latescibacter
OTU5152	d_Bacteria	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Desulfovibrio
OTU6377	d_Bacteria	p_Spirochaetota	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae	g_Sphaerochaeta
OTU6493	d_Bacteria	p_LCP-89	c_norank_p_LCP-89	o_norank_c_norank_p_LCP-89	f_norank_o_norank_c_norank_p_LCP-89	g_norank_f_norank_o_norank_c_norank_p_LCP-89
OTU6518	d_Bacteria	p_Firmicutes	c_Clostridia	o_Christensenellales	f_Christensenellaceae	g_Christensenellaceae_R-7_group
OTU6563	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Oxobacteraceae	g_Oxobacter
OTU6591	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_unclassified_c_Bacteroidia	f_unclassified_c_Bacteroidia	g_unclassified_c_Bacteroidia
OTU6738	d_Bacteria	p_Verrucomicrobiota	c_Lentisphaeria	o_Oligosphaerales	f_unclassified_o_Oligosphaerales	g_unclassified_o_Oligosphaerales
OTU6781	d_Bacteria	p_Verrucomicrobiota	c_Lentisphaeria	o_unclassified_c_Lentisphaeria	f_unclassified_c_Lentisphaeria	g_unclassified_c_Lentisphaeria
OTU6784	d_Bacteria	p_Latescibacterota	c_norank_p_Latescibacterota	o_norank_c_norank_p_Latescibacterota	f_norank_o_norank_c_norank_p_Latescibacterota	g_norank_f_norank_o_norank_c_norank_p_Latescibacterota
OTU6792	d_Bacteria	p_Cyanobacteria	c_Vampirivibrionia	o_Gastranaerophilales	f_norank_o_Gastranaerophilales	g_norank_f_norank_o_Gastranaerophilales
OTU6846	d_Bacteria	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	f_Desulfovibrionaceae	g_Desulfovibrio
OTU6862	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	f_unclassified_o_Bacteroidales	g_unclassified_o_Bacteroidales
OTU7908	d_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	f_Rhodobacteraceae	g_Ruegeria
OTU107	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfobacteraceae	g_norank_f_Desulfobacteraceae
OTU118	d_Bacteria	p_Myxococcota	c_Polyangia	o_UASB-TL25	f_norank_o_UASB-TL25	g_norank_f_norank_o_UASB-TL25
OTU1385	d_Bacteria	p_Planctomycetota	c_unclassified_p_Planctomycetota	o_unclassified_p_Planctomycetota	f_unclassified_p_Planctomycetota	g_unclassified_p_Planctomycetota
OTU1889	d_Bacteria	p_Acidobacteriota	c_Thermoanaerobaculia	o_Thermoanaerobaculales	f_Thermoanaerobaculaceae	g_Subgroup_10
OTU2174	d_Bacteria	p_Acidobacteriota	c_Thermoanaerobaculia	o_Thermoanaerobaculales	f_Thermoanaerobaculaceae	g_Subgroup_10
OTU244	d_Bacteria	p_Actinobacteriota	c_Actinobacteria	o_Corynebacteriales	f_Nocardiaceae	g_Rhodococcus
OTU2686	d_Bacteria	p_Firmicutes	c_Clostridia	o_norank_c_Clostridia	f_Hungateiclostridiaceae	g_UCG-012
OTU321	d_Bacteria	p_Patescibacteria	c_Dojkabacteria	o_norank_c_Dojkabacteria	f_norank_o_norank_c_Dojkabacteria	g_norank_f_norank_o_norank_c_Dojkabacteria
OTU3573	d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_Anaerostignum
OTU418	d_Bacteria	p_Myxococcota	c_Polyangia	o_Haliangiales	f_Haliangiaceae	g_Haliangium
OTU4234	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	g_unclassified_f_Flavobacteriaceae
OTU4274	d_Bacteria	p_Spirochaetota	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae	g_Sphaerochaeta
OTU4400	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Thiotrichales	f_Thiotrichaceae	g_norank_f_Thiotrichaceae
OTU4891	d_Bacteria	p_Gemmatimonadota	c_PAUC43f_marine_benthic_group	o_norank_c_PAUC43f_marine_benthic_group	f_norank_o_norank_c_PAUC43f_marine_benthic_group	g_norank_f_norank_o_norank_c_PAUC43f_marine_benthic_group
OTU5073	d_Bacteria	p_Planctomycetota	c_OM190	o_norank_c_OM190	f_norank_o_norank_c_OM190	g_norank_f_norank_o_norank_c_OM190
OTU5377	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Oceanospirillales	f_Nitrincolaceae	g_Marinobacterium
OTU5472	d_Bacteria	p_Gemmatimonadota	c_PAUC43f_marine_benthic_group	o_norank_c_PAUC43f_marine_benthic_group	f_norank_o_norank_c_PAUC43f_marine_benthic_group	g_norank_f_norank_o_norank_c_PAUC43f_marine_benthic_group
OTU5495	d_Bacteria	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	f_Izemoplasmataceae	g_norank_f_Izemoplasmataceae
OTU5530	d_Bacteria	p_Acidobacteriota	c_Subgroup_21	o_norank_c_Subgroup_21	f_norank_o_norank_c_Subgroup_21	g_norank_f_norank_o_norank_c_Subgroup_21
OTU5565	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	f_Prolixibacteraceae	g_Draconibacterium
OTU5593	d_Bacteria	p_Actinobacteriota	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	g_Actinomyces
OTU5599	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_B2M28	f_norank_o_B2M28	g_norank_f_norank_o_B2M28
OTU5727	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Alteromonadales	f_Shewanellaceae	g_Ferrimonas
OTU5863	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Chromatiales	f_Sedimenticolaceae	g_norank_f_Sedimenticolaceae
OTU5897	d_Bacteria	p_Planctomycetota	c_OM190	o_norank_c_OM190	f_norank_o_norank_c_OM190	g_norank_f_norank_o_norank_c_OM190
OTU5951	d_Bacteria	p_Patescibacteria	c_Parcubacteria	o_Candidatus_Kaiserbacteria	f_norank_o_Candidatus_Kaiserbacteria	g_norank_f_norank_o_Candidatus_Kaiserbacteria
OTU5967	d_Bacteria	p_Patescibacteria	c_Gracilibacteria	o_JGI_0000069-P22	f_norank_o_JGI_0000069-P22	g_norank_f_norank_o_JGI_0000069-P22
OTU5997	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Chitinophagales	f_Saprospiraceae	g_Portibacter
OTU6222	d_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Kiloniellales	f_Kiloniellaceae	g_norank_f_Kiloniellaceae
OTU632	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	g_Winogradskyella
OTU7243	d_Bacteria	p_Firmicutes	c_Clostridia	o_Oscillospirales	f_Oscillospiraceae	g_NK4A214_group
OTU7255	d_Bacteria	p_NB1-j	c_norank_p_NB1-j	o_norank_c_norank_p_NB1-j	f_norank_o_norank_c_norank_p_NB1-j	g_norank_f_norank_o_norank_c_norank_p_NB1-j
OTU7359	d_Bacteria	p_Patescibacteria	c_Saccharimonadia	o_Saccharimonadales	f_norank_o_Saccharimonadales	g_norank_f_norank_o_Saccharimonadales
OTU7416	d_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_KF-JG30-B3	g_norank_f_KF-JG30-B3
OTU7452	d_Bacteria	p_Patescibacteria	c_Parcubacteria	o_Candidatus_Kaiserbacteria	f_norank_o_Candidatus_Kaiserbacteria	g_norank_f_norank_o_Candidatus_Kaiserbacteria
OTU7616	d_Bacteria	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	f_Izemoplasmataceae	g_norank_f_Izemoplasmataceae
OTU7695	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_HOC36	f_norank_o_HOC36	g_norank_f_norank_o_HOC36
OTU7699	d_Bacteria	p_Spirochaetota	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae	g_Sphaerochaeta
OTU7767	d_Bacteria	p_Modulibacteria	c_Moduliflexia	o_Moduliflexales	f_Moduliflexaceae	g_norank_f_Moduliflexaceae
OTU8026	d_Bacteria	p_Spirochaetota	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae	g_Sphaerochaeta
OTU8121	d_Bacteria	p_Bdellovibrionota	c_Bdellovibrionia	o_Bdellovibrionales	f_Bdellovibrionaceae	g_OM27_clade
OTU8192	d_Bacteria	p_Actinobacteriota	c_Acidimicrobiia	o_Microtrichales	f_norank_o_Microtrichales	g_norank_f_norank_o_Microtrichales
OTU8777	d_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	f_Rhodobacteraceae	g_Silicimonas
OTU8991	d_Bacteria	p_Deinococcota	c_Deinococci	o_Deinococcales	f_Trueperaceae	g_Truepera
OTU9039	d_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_unclassified_c_Alphaproteobacteria	f_unclassified_c_Alphaproteobacteria	g_unclassified_c_Alphaproteobacteria
