#module: 29
modularity: 0.554403319513209
No	ID	No..module	Zi	Pi
138	OTU4482	10	-0.577350269189626	0
139	OTU4838	3	-0.982591609393594	0
140	OTU2771	3	-0.762801380976606	0
141	OTU4669	5	-0.927347641514641	0
142	OTU3150	23	NA	0
143	OTU6609	5	-0.626077341733235	0
144	OTU4759	5	-1.07798279140534	0
145	OTU4001	14	NA	0
146	OTU1425	3	-0.982591609393594	0
147	OTU4559	27	NA	0
148	OTU3383	1	-0.755008402895101	0
149	OTU3230	22	NA	0
150	OTU4784	2	1.52127765851133	0
151	OTU6846	4	-0.55048188256318	0
152	OTU8700	3	-0.543011152559618	0
153	OTU7921	5	-0.626077341733235	0
154	OTU7882	5	0.127098407720281	0
155	OTU4893	5	-0.776712491623938	0.375
156	OTU8261	29	NA	0
157	OTU7744	3	-0.103430695725641	0
158	OTU4191	2	-1.01418510567422	0
159	OTU8418	11	-0.577350269189626	0
160	OTU7900	5	-0.776712491623938	0
161	OTU8186	20	NA	0
162	OTU4892	1	-0.755008402895101	0
163	OTU6784	7	-0.577350269189626	0
164	OTU8285	5	0.127098407720281	0
165	OTU8055	6	1.15470053837925	0.5
166	OTU8876	3	0.336149761108335	1.11022302462516e-16
167	OTU6680	3	-0.982591609393594	0
168	OTU5114	5	-0.174171892061126	0.21875
169	OTU8804	3	-0.103430695725641	0
170	OTU8228	2	1.52127765851133	0
171	OTU8678	3	0.116359532691347	0
172	OTU7976	3	-0.543011152559618	0
173	OTU8275	3	-0.32322092414263	0
174	OTU6473	25	NA	0
175	OTU6459	1	-0.205911382607755	0.444444444444444
176	OTU4851	5	-0.927347641514641	0
177	OTU8370	21	NA	0
178	OTU6195	7	-0.577350269189626	0
179	OTU4553	4	-0.55048188256318	0
180	OTU7424	3	-0.32322092414263	0
181	OTU8434	3	-0.982591609393594	0
182	OTU5029	3	-0.982591609393594	0
183	OTU2734	11	-0.577350269189626	0
184	OTU6518	5	-0.927347641514641	0
185	OTU5765	3	0.555939989525323	0.34
186	OTU8289	10	1.15470053837925	0
187	OTU4432	5	-0.927347641514641	0
188	OTU6377	3	-0.982591609393594	0
189	OTU2866	19	NA	0
190	OTU7908	8	-0.577350269189626	0
191	OTU8085	12	NA	0
192	OTU3092	1	-0.755008402895101	0
193	OTU6858	5	-0.324807041951829	0
194	OTU6749	14	NA	0.5
195	OTU7911	5	-0.927347641514641	0
196	OTU5744	18	NA	0
197	OTU3061	3	-0.982591609393594	0
198	OTU3381	3	-0.982591609393594	0
199	OTU2506	4	-0.55048188256318	0
200	OTU6493	9	-0.577350269189626	0
201	OTU4539	2	-1.01418510567422	0
202	OTU7947	5	-0.927347641514641	0
203	OTU6841	3	-0.982591609393594	0
204	OTU6862	1	-0.205911382607755	0.444444444444444
205	OTU3547	17	NA	0
206	OTU8907	16	NA	0
207	OTU8658	4	-0.55048188256318	0
208	OTU8118	15	NA	0
209	OTU7040	28	NA	0
210	OTU6563	26	NA	0
211	OTU4774	1	-0.755008402895101	0
212	OTU8080	5	-0.776712491623938	0
213	OTU3524	24	NA	0
214	OTU8218	23	NA	0
215	OTU6898	27	NA	0
216	OTU4843	8	-0.577350269189626	0
217	OTU896	13	NA	0
218	OTU3587	22	NA	0
