OTUID	T00C01	T00C02	T00C03	T00C04	T00C05	T00C06	T00C07	T00C08	T00C09	T00C10	T00C11	T00C12	T00C13	T00C14	T00C15	T00C16	T00C17	T00C18	T00C19	T00C20	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU5661	1	2	1	0	2	1	1	0	0	2	0	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5668	0	1	4	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	3	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5674	2	0	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5676	0	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5680	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5682	1	0	0	0	0	0	0	0	2	1	0	0	0	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5685	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU569	0	2	0	1	5	0	3	1	2	1	4	1	0	0	5	0	0	2	9	1	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	1	1	0	0	1	0	2	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0
OTU5691	2	0	1	0	2	0	3	4	2	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5692	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5693	1	0	0	3	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	1	0	0	0	2	1	1	0	0	1	0	2	0	1	0	1	0	2	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5695	1	3	2	3	1	4	4	2	3	6	3	7	1	2	1	3	3	0	1	1	1	1	1	0	0	1	1	0	1	2	3	0	0	0	0	1	1	0	0	1	0	0	4	0	3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2
OTU5696	3	1	5	0	4	0	1	2	1	3	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU5698	1	1	0	0	0	0	0	5	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU570	1	0	0	0	1	1	0	3	0	1	0	1	0	1	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5700	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5702	1	1	2	0	1	0	0	0	1	1	1	0	0	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5704	4	6	5	2	7	1	7	4	5	1	4	1	0	5	14	8	2	3	3	6	1	1	0	1	1	0	5	1	3	1	0	1	0	0	3	0	1	0	0	0	1	0	3	0	0	2	1	1	1	0	0	1	0	0	1	1	0	3	1	0	1	2	0	0	2	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	0	0	1	1	1	0
OTU5707	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0
OTU5709	2	2	6	5	4	7	4	3	2	4	2	6	0	5	9	2	1	5	8	2	0	0	0	0	2	1	0	2	4	2	0	1	0	2	2	2	5	0	2	0	0	0	5	2	8	4	5	1	0	0	1	2	1	0	2	5	2	6	2	1	2	1	2	2	3	2	3	5	3	5	2	0	3	6	1	1	0	0	0	0	2	0	3	2	0	0	2	2	0	1	0	2	0	2	1	0	3	5	4	1
OTU5710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	4	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	1	0	1	1	0	0
OTU5714	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5718	1	0	0	0	2	3	2	0	3	2	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5720	0	0	3	1	1	2	1	0	1	0	2	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5722	1	0	0	0	1	1	0	1	1	4	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5724	0	1	0	0	0	1	1	0	1	0	0	1	0	0	2	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5727	1	0	1	5	2	1	0	8	2	3	0	0	6	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5731	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5732	8	7	3	10	13	4	10	8	2	7	9	12	1	4	19	16	0	6	13	15	0	0	1	0	5	1	2	1	1	2	0	6	2	6	1	2	2	0	2	0	0	0	4	1	0	3	4	4	0	0	2	4	0	1	0	2	1	5	1	1	1	1	1	1	0	0	1	2	2	0	1	2	0	5	2	0	0	0	0	1	1	0	0	3	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0
OTU5733	1	2	0	3	2	3	2	1	1	1	2	3	0	1	6	2	1	2	8	4	0	0	0	0	0	0	2	0	2	1	0	1	1	0	0	0	2	0	1	0	0	0	3	1	5	1	0	3	2	0	1	2	3	1	2	0	1	2	0	0	3	3	0	1	2	0	2	0	2	5	0	3	3	3	0	1	1	0	0	0	2	0	0	4	1	0	2	2	1	0	0	2	0	5	1	0	3	2	2	1
OTU5734	1	0	4	2	3	3	1	3	2	1	1	3	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5735	9	11	4	5	9	6	5	4	9	6	7	7	5	5	18	12	3	6	12	10	0	1	1	1	3	0	1	1	3	5	1	3	1	2	1	2	1	0	0	0	2	1	0	0	6	1	6	4	4	2	2	2	4	2	2	3	2	2	2	1	5	4	4	1	2	1	5	3	9	0	2	4	6	2	3	1	5	1	0	0	2	3	3	5	2	2	1	5	2	3	2	3	2	3	0	1	3	5	3	0
OTU5736	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5738	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1
OTU574	1	3	0	0	2	1	2	1	0	0	1	3	0	1	0	2	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5744	5	6	3	1	3	3	7	3	0	4	5	0	3	4	8	3	1	5	15	7	1	0	1	0	3	0	4	0	0	3	1	2	1	2	0	1	3	1	0	0	3	3	2	3	1	0	2	5	0	0	0	3	4	2	1	2	0	0	3	2	3	4	2	0	3	2	0	3	3	4	3	0	3	5	1	0	1	1	1	1	0	0	1	0	1	2	0	0	0	0	1	1	0	2	0	0	2	6	6	1
OTU5750	2	5	0	0	0	0	1	0	2	4	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5756	0	1	1	0	0	2	5	2	2	0	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5757	2	0	0	2	1	0	0	0	1	1	0	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5762	4	0	0	0	0	0	2	2	1	0	1	0	1	3	1	3	2	7	2	5	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	1	1	3	0	2	0	0	1	1	1	0	0	0	0	0	2	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0	0	0	0	1	0	11	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0
OTU5765	77	92	67	78	113	48	119	80	55	66	93	122	25	57	152	140	30	283	140	182	8	6	15	7	43	27	24	16	20	45	27	48	22	25	18	12	33	7	15	5	20	2	16	25	15	37	12	26	2	3	9	19	6	20	8	15	5	31	23	5	13	19	3	12	13	7	19	36	23	12	23	14	6	48	9	3	3	2	4	7	15	5	3	16	2	6	18	22	3	5	6	8	4	5	4	5	8	7	15	14
OTU5768	2	7	2	4	4	4	10	2	5	6	0	4	3	2	3	3	1	6	11	5	0	0	3	0	0	1	0	0	5	2	0	1	0	2	1	0	0	1	0	2	0	0	0	2	0	1	2	1	0	0	2	2	3	0	0	1	1	3	1	0	0	5	0	1	1	1	1	3	5	1	1	7	0	2	0	0	0	0	0	0	3	0	0	5	0	0	1	2	1	0	1	0	0	1	0	0	1	1	1	1
OTU5773	0	4	1	1	1	0	3	5	2	0	1	0	3	0	2	4	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0
OTU5775	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5780	0	2	0	2	1	1	1	1	0	3	1	2	1	1	1	6	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5783	54	29	54	39	52	37	42	36	55	43	65	99	6	36	49	49	14	46	53	73	3	28	14	3	19	4	23	5	20	20	4	8	16	7	14	19	5	1	11	1	0	0	6	13	16	13	14	16	8	3	8	12	11	13	11	12	16	16	14	1	13	19	11	8	17	9	17	35	23	19	6	17	6	17	13	4	1	2	0	0	15	10	6	20	1	8	10	14	5	5	10	6	6	3	1	9	15	16	23	11
OTU5784	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5789	30	12	14	7	22	27	23	11	7	21	18	19	2	15	26	39	2	42	49	52	0	2	1	3	9	5	4	1	4	6	3	5	3	3	5	0	1	1	5	0	0	0	3	5	3	7	0	2	0	3	2	0	2	1	3	1	3	8	0	0	7	4	1	2	2	0	1	5	3	4	1	3	1	4	2	1	0	0	0	0	4	1	1	0	3	1	1	3	0	4	1	2	0	2	0	1	4	5	6	1
OTU5795	10	9	6	4	17	8	15	11	8	10	10	16	6	11	15	13	6	18	20	14	0	3	1	3	8	3	8	1	7	6	5	5	2	4	4	2	3	1	3	2	4	0	7	10	15	7	14	9	3	2	4	8	4	4	5	7	0	10	4	6	7	3	1	2	3	2	4	2	5	2	12	1	0	1	3	0	5	1	2	0	5	2	2	6	1	1	5	5	0	3	2	2	0	1	2	2	3	1	1	3
OTU5798	1	1	2	1	0	0	1	3	0	0	1	10	0	2	6	4	0	1	6	4	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	2	0	0	2	0	3	0	2	2	2	0	3	0	2	0	1	0	0	1	0	0	0	2	1	0	1	0	0	1	2	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	3	1	1	2	0
OTU5799	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5800	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5804	2	4	7	4	11	1	3	2	2	6	4	10	1	6	7	7	0	4	0	5	0	2	1	0	0	0	1	0	2	3	0	0	2	1	0	0	2	0	1	1	0	0	0	1	3	1	0	1	0	2	0	1	1	1	0	1	0	0	2	0	0	3	0	0	1	1	0	1	3	1	0	1	1	2	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0
OTU581	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5810	0	0	1	2	1	0	0	0	1	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5824	3	2	1	0	2	0	2	5	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5825	1	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5827	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5836	5	1	4	2	8	7	7	4	3	7	6	4	0	3	5	2	2	1	6	2	0	2	3	0	0	0	0	1	0	2	0	2	2	3	0	0	2	0	2	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	1	2	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	0	0
OTU5837	0	11	3	6	5	1	6	6	2	2	3	7	1	6	22	11	3	10	19	12	2	1	0	2	5	3	6	0	5	8	2	4	5	6	0	0	4	0	5	0	1	1	1	5	9	10	6	6	4	1	9	5	2	4	4	16	0	12	3	1	5	9	4	9	10	3	3	4	4	4	3	1	1	4	1	1	1	0	1	0	4	0	1	1	1	0	1	6	2	0	3	1	1	0	0	0	6	3	6	4
OTU5840	0	1	0	0	1	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5845	2	0	1	0	2	0	1	0	0	2	1	0	1	0	4	3	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5849	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
