from	to	type
OTU5195	OTU6254	0.8656541
OTU5638	OTU6254	0.8654842
OTU7644	OTU791	0.865169
OTU1425	OTU4815	0.8978434
OTU5042	OTU6254	0.8648081
OTU7549	OTU8053	0.8640078
OTU3536	OTU3806	0.8638442
OTU5465	OTU5649	0.863209
OTU6841	OTU7173	0.9007896
OTU3987	OTU7782	0.862819
OTU6254	OTU8326	0.862404
OTU1936	OTU3968	0.8613508
OTU7527	OTU7644	0.8611226
OTU5653	OTU5783	0.8610203
OTU4132	OTU4412	0.860799
OTU5444	OTU5783	0.8607365
OTU5570	OTU7503	0.860703
OTU7083	OTU7173	0.8606926
OTU4762	OTU8804	0.8746874
OTU2536	OTU4838	0.8599786
OTU3860	OTU6841	0.8810127
OTU8055	OTU8490	0.859638
OTU5576	OTU6403	0.8966693
OTU7440	OTU7744	0.9258443
OTU1036	OTU6254	0.8589276
OTU1208	OTU7443	-0.8589267
OTU5783	OTU6403	0.8585878
OTU5455	OTU7087	0.8766068
OTU1189	OTU4883	0.8581605
OTU1874	OTU3536	0.8947079
OTU8195	OTU8275	0.857749
OTU3987	OTU4803	0.85755
OTU4838	OTU5340	0.8573944
OTU1108	OTU7038	0.8571464
OTU5198	OTU7716	0.8571139
OTU7092	OTU7471	0.857022
OTU1452	OTU7503	0.8564912
OTU1936	OTU4331	0.8562522
OTU2506	OTU3984	0.905214
OTU2351	OTU8804	0.8668218
OTU530	OTU5429	0.8554896
OTU8532	OTU8804	0.8554026
OTU5444	OTU6841	0.9088092
OTU5042	OTU7549	0.9133038
OTU6254	OTU7449	0.8549173
OTU7549	OTU8326	0.8546804
OTU2537	OTU8174	0.854232
OTU1704	OTU7907	0.8536038
OTU5042	OTU5783	0.8533585
OTU6847	OTU7549	0.8850262
OTU7520	OTU8825	-0.8530765
OTU1936	OTU2351	0.852844
OTU1393	OTU6546	-0.8526086
OTU7549	OTU8907	0.8900849
OTU6454	OTU8353	-0.8520047
OTU637	OTU8804	0.8668838
OTU7083	OTU7440	0.8515038
OTU6254	OTU6847	0.8514556
OTU5360	OTU8370	0.8513962
OTU4883	OTU7423	0.8513281
OTU1936	OTU2224	0.8511812
OTU3987	OTU4282	0.8511228
OTU1936	OTU2340	0.8509186
OTU2506	OTU373	0.8502922
OTU2598	OTU5128	0.8808382
OTU5151	OTU8804	0.8662408
OTU8275	OTU8657	0.8498821
OTU2351	OTU6841	0.8629142
OTU5789	OTU6841	0.8496108
OTU1694	OTU4883	0.8493055
OTU3524	OTU6044	-0.8491808
OTU5119	OTU8804	0.864229
OTU5570	OTU6602	0.8491268
OTU284	OTU2866	0.8488617
OTU5128	OTU5146	0.8487351
OTU4762	OTU6841	0.8486264
OTU5789	OTU6254	0.8485442
OTU1936	OTU2427	0.8481304
OTU1321	OTU3536	0.8480985
OTU3142	OTU3806	0.8480795
OTU5455	OTU6044	-0.8479872
OTU5119	OTU6254	0.8474751
OTU7644	OTU8195	0.895313
OTU3051	OTU4665	0.8470836
OTU6403	OTU8055	0.8613257
OTU4176	OTU4690	0.8468917
OTU8490	OTU8881	0.846839
OTU1675	OTU2340	0.9079559
OTU8646	OTU8751	0.8466775
OTU1936	OTU5042	0.8622829
OTU1605	OTU1621	0.8465307
OTU250	OTU7611	0.8464408
OTU1365	OTU3169	0.8464023
OTU3780	OTU8658	0.8461622
OTU4331	OTU6841	0.8460336
OTU7092	OTU8195	0.9017335
OTU2340	OTU2874	0.8450196
OTU8195	OTU8490	0.84494
OTU8678	OTU896	0.902631
OTU7449	OTU8804	0.8447774
OTU5323	OTU7390	0.8447644
OTU7440	OTU7644	0.9042709
OTU3806	OTU3983	0.8445995
OTU2506	OTU5195	0.8444814
OTU7744	OTU8195	0.8443809
OTU2874	OTU3345	0.8439964
OTU4412	OTU8446	0.8434589
OTU2427	OTU8804	0.8616806
OTU1945	OTU8881	0.8431338
OTU4838	OTU5092	0.8429105
OTU2351	OTU3984	0.8428695
OTU1936	OTU5500	0.8428386
OTU6254	OTU7304	0.8427253
OTU2427	OTU6254	0.8423295
OTU5151	OTU7549	0.8557802
OTU452	OTU6546	-0.8416538
OTU1874	OTU1936	0.8411424
OTU6847	OTU7083	0.8411402
OTU2340	OTU250	0.8410703
OTU5286	OTU8490	0.8410533
OTU1677	OTU250	0.8983267
OTU8195	OTU8218	0.8410022
OTU3962	OTU8055	0.8408754
OTU2404	OTU7520	-0.8408231
OTU5783	OTU7424	0.8406963
OTU2477	OTU6254	0.8406515
OTU6256	OTU8742	0.8405036
OTU4815	OTU5570	0.9120703
OTU2283	OTU2506	0.8396824
OTU2442	OTU8804	0.8572403
OTU3987	OTU4778	0.839192
OTU1425	OTU1452	0.8391415
OTU6602	OTU8822	0.8384908
OTU1756	OTU1936	0.8384138
OTU8318	OTU8804	0.8380921
OTU1675	OTU1677	0.8376092
OTU5576	OTU5783	0.8375204
OTU1936	OTU3983	0.8527373
OTU8055	OTU8711	0.8373421
OTU2416	OTU4665	0.8370172
OTU6841	OTU6854	0.8368871
OTU2427	OTU7549	0.875502
OTU3245	OTU8700	0.8510791
OTU2715	OTU4815	0.8364634
OTU6403	OTU7249	0.8363685
OTU5128	OTU6403	0.9308129
OTU2506	OTU5128	0.8826463
OTU6816	OTU8657	0.8361637
OTU373	OTU3962	0.8359478
OTU2506	OTU3806	0.8776815
OTU2422	OTU8218	0.8357879
OTU2815	OTU5041	0.8353703
OTU3096	OTU8976	0.8353364
OTU4649	OTU4883	0.8352539
OTU6841	OTU718	0.8348969
OTU4883	OTU673	0.8348856
OTU5128	OTU994	0.8345861
OTU4923	OTU8055	0.8345742
OTU7083	OTU7092	0.8345737
OTU2580	OTU5128	0.8345681
OTU8646	OTU994	0.834187
OTU3345	OTU7549	0.8723212
OTU8405	OTU8804	0.8339328
OTU1605	OTU2643	0.8337717
OTU2753	OTU8804	0.851515
OTU5789	OTU8804	0.8512315
OTU6044	OTU791	-0.8334916
OTU2442	OTU6841	0.8332498
OTU1621	OTU2506	0.8331754
OTU8195	OTU896	0.9303271
OTU110	OTU2198	0.8329966
OTU2477	OTU8804	0.8525038
OTU2727	OTU3806	0.832695
OTU2396	OTU3259	0.8325699
OTU3984	OTU8218	0.8532637
OTU2643	OTU4412	0.8323828
OTU4803	OTU5340	0.8321065
OTU4665	OTU7782	0.8320938
OTU1936	OTU5974	0.8518606
OTU250	OTU5890	0.8320498
OTU5976	OTU8733	0.8319485
OTU1316	OTU7426	-0.8319428
OTU4331	OTU7549	0.8469095
OTU1345	OTU8583	0.8835128
OTU5465	OTU6622	0.8314809
OTU1282	OTU2561	0.8313897
OTU1028	OTU8804	0.8507317
OTU5500	OTU7549	0.831262
OTU2617	OTU5833	-0.83126
OTU4815	OTU5465	0.8311585
OTU7907	OTU8678	0.8308924
OTU1677	OTU8732	0.8308195
OTU3987	OTU673	0.8307871
OTU7083	OTU8757	0.8445099
OTU7976	OTU8557	0.830673
OTU3142	OTU3860	0.8304316
OTU5455	OTU5465	0.8302062
OTU2506	OTU5151	0.8300969
OTU2598	OTU2779	0.8300954
OTU1954	OTU7527	0.8300105
OTU7083	OTU8532	0.8297718
OTU5765	OTU6403	0.8296673
OTU1675	OTU8446	0.8295146
OTU3968	OTU5653	0.8294517
OTU1936	OTU8907	0.8507149
OTU2779	OTU5765	0.8293974
OTU1605	OTU2283	0.8291891
OTU2536	OTU6491	0.8291453
OTU7249	OTU7744	0.8291376
OTU5092	OTU7087	0.8291236
OTU6403	OTU7566	0.8290615
OTU8657	OTU8804	0.8290285
OTU1319	OTU4186	0.8290127
OTU1936	OTU7304	0.8289924
OTU5576	OTU7087	0.8288509
OTU2477	OTU5146	0.8280324
OTU2283	OTU2874	0.8279916
OTU2598	OTU4176	0.8279824
OTU673	OTU8490	0.8279044
OTU3983	OTU5783	0.8741583
OTU3983	OTU3984	0.8278548
OTU1452	OTU2589	0.8278407
OTU5570	OTU5653	0.8277625
OTU2340	OTU2727	0.8276296
OTU44	OTU8218	0.8273879
OTU5649	OTU8751	0.8271765
OTU5092	OTU5653	0.8270829
OTU4815	OTU8646	0.8269638
OTU3259	OTU5649	0.8269009
OTU5638	OTU6841	0.8263634
OTU2753	OTU6841	0.8262355
OTU6880	OTU8055	0.8256234
OTU1452	OTU1756	0.825458
OTU1321	OTU318	0.8254294
OTU5195	OTU8804	0.8467005
OTU4665	OTU5465	0.8916121
OTU7744	OTU8055	0.8250026
OTU6622	OTU7424	0.8249987
OTU7503	OTU994	0.8248641
OTU1954	OTU2297	0.824825
OTU4649	OTU4838	0.8248157
OTU2211	OTU2866	0.8246814
OTU4883	OTU4931	0.8246325
OTU5146	OTU5570	0.8245479
OTU8490	OTU896	0.8245067
OTU8804	OTU8876	0.8244918
OTU3192	OTU7393	0.8242761
OTU524	OTU7549	0.8242422
OTU1452	OTU4815	0.8536947
OTU3984	OTU3992	0.8240612
OTU7173	OTU8804	0.8421804
OTU3142	OTU637	0.8240325
OTU2198	OTU8418	0.8239656
OTU5246	OTU8226	-0.8239414
OTU2086	OTU4883	0.8394982
OTU7549	OTU8757	0.8238733
OTU5042	OTU8804	0.8974871
OTU8658	OTU8678	0.8238317
OTU4883	OTU7881	0.8237038
OTU1945	OTU3962	0.8236057
OTU2935	OTU8751	0.8681325
OTU1028	OTU6841	0.8233859
OTU2427	OTU3142	0.8233807
OTU2340	OTU7744	0.9421379
OTU6854	OTU8658	0.8233359
OTU2396	OTU7907	0.8231161
OTU3890	OTU4001	0.8229481
OTU1693	OTU994	0.8228797
OTU2771	OTU8055	0.8228355
OTU2416	OTU3987	0.8227459
OTU2506	OTU3345	0.822428
OTU5075	OTU5783	0.8221049
OTU1936	OTU3483	0.8364351
OTU3345	OTU3806	0.8217524
OTU4838	OTU5075	0.8216474
OTU2340	OTU2506	0.8216393
OTU2506	OTU5049	0.8214567
OTU1936	OTU2581	0.8212332
OTU6847	OTU8804	0.9023919
OTU1036	OTU6841	0.8208486
OTU1874	OTU2086	0.8204987
OTU4838	OTU7041	0.8203512
OTU2427	OTU6841	0.87045
OTU1425	OTU2935	0.8199909
OTU2771	OTU7549	0.8198517
OTU2874	OTU3142	0.8197163
OTU1936	OTU2442	0.8195767
OTU1704	OTU8741	0.8194957
OTU3987	OTU7881	0.8194909
OTU455	OTU4665	0.8194704
OTU1345	OTU3638	0.8193847
OTU1028	OTU1388	0.8191686
OTU718	OTU8658	0.8191671
OTU596	OTU7173	0.8191495
OTU3983	OTU6254	0.818886
OTU7248	OTU7549	0.8187161
OTU6749	OTU8583	-0.8185792
OTU284	OTU7393	0.818549
OTU1707	OTU6816	0.8184234
OTU5049	OTU6841	0.8184115
OTU2086	OTU373	0.8182661
OTU1936	OTU637	0.833374
OTU1936	OTU8326	0.8401339
OTU1945	OTU4923	0.8180649
OTU7566	OTU7976	0.8180499
OTU2506	OTU5075	0.8343421
OTU3245	OTU4132	0.8176172
OTU3833	OTU4665	0.8174204
OTU7549	OTU8218	0.8785125
OTU7423	OTU7744	0.817239
OTU2283	OTU4387	0.8171188
OTU7424	OTU8195	0.8170082
OTU5195	OTU7549	0.8360838
OTU3953	OTU6254	0.8168512
OTU2581	OTU3806	0.8167907
OTU1954	OTU2623	0.8167109
OTU7173	OTU7549	0.8166329
OTU7038	OTU8583	0.8165902
OTU1954	OTU2315	0.8165657
OTU2297	OTU8658	0.816549
OTU8678	OTU8976	0.8165067
OTU3984	OTU5444	0.8162714
OTU6044	OTU8876	-0.8157465
OTU2405	OTU3245	0.8157078
OTU2715	OTU5151	0.8156875
OTU7976	OTU8729	0.815652
OTU1321	OTU1402	0.8156221
OTU6841	OTU7083	0.892875
OTU1936	OTU7449	0.8346425
OTU530	OTU5455	0.8154628
OTU1898	OTU2340	0.8154052
OTU5653	OTU6999	0.8152249
OTU5576	OTU7644	0.9084474
OTU1954	OTU2414	0.8150853
OTU2874	OTU5119	0.8150853
OTU1452	OTU3962	0.8149773
OTU3668	OTU8751	0.8147915
OTU1936	OTU3860	0.8306625
OTU3142	OTU3483	0.8145986
OTU1036	OTU8804	0.8379193
OTU4665	OTU8275	0.8721805
OTU7644	OTU7782	0.8141914
OTU5042	OTU5319	0.8140852
OTU675	OTU8678	0.8139192
OTU5444	OTU6254	0.8138901
OTU5119	OTU530	0.8136848
OTU3962	OTU7549	0.8136387
OTU419	OTU5026	-0.8136232
OTU4665	OTU4778	0.8136192
OTU8490	OTU8646	0.8134717
OTU1605	OTU2536	0.8134078
OTU373	OTU4838	0.8132758
OTU1605	OTU3536	0.8949647
OTU1605	OTU1707	0.8132435
OTU5286	OTU7549	0.8132233
OTU7087	OTU7440	0.8130875
OTU3992	OTU6622	0.832482
OTU6254	OTU7173	0.8127403
OTU3536	OTU455	0.9347331
OTU1452	OTU4132	0.8261953
OTU442	OTU5042	0.8123544
OTU1425	OTU2854	0.8123251
OTU6847	OTU7611	0.8122506
OTU4690	OTU8751	0.812162
OTU4387	OTU5092	0.8121229
OTU7440	OTU7549	0.8120378
OTU2550	OTU7976	0.8120346
OTU3142	OTU5195	0.8120069
OTU2427	OTU5653	0.8282645
OTU7424	OTU7831	0.8116126
OTU6254	OTU8405	0.8111828
OTU373	OTU896	0.8302405
OTU1936	OTU2477	0.8110313
OTU8876	OTU8881	0.8110103
OTU5286	OTU6108	-0.8108941
OTU1285	OTU1452	0.8108692
OTU1425	OTU2598	0.8107471
OTU3337	OTU8755	-0.8106523
OTU6841	OTU8326	0.829779
OTU5649	OTU5653	0.8098936
OTU250	OTU4649	0.809873
OTU3096	OTU7907	0.8098712
OTU250	OTU8657	0.8098244
OTU1945	OTU3345	0.8097359
OTU2935	OTU4690	0.8097215
OTU2715	OTU7248	0.809651
OTU4176	OTU7764	0.8095109
OTU5429	OTU5783	0.8094878
OTU2806	OTU3169	0.8092712
OTU7426	OTU8910	-0.8092035
OTU3860	OTU530	0.8091915
OTU3345	OTU8055	0.8282616
OTU5570	OTU8174	0.8091096
OTU7976	OTU8658	0.8089948
OTU1677	OTU1756	0.8088599
OTU3987	OTU7423	0.8088488
OTU5649	OTU7087	0.8087704
OTU5465	OTU7423	0.808615
OTU486	OTU5732	0.8084921
OTU3984	OTU8053	0.833297
OTU5576	OTU673	0.8082288
OTU1954	OTU2537	0.8081986
OTU5465	OTU5653	0.8672685
OTU3968	OTU6841	0.850687
OTU1936	OTU8053	0.8342268
OTU1452	OTU7976	0.8302449
OTU6403	OTU8729	0.8789477
OTU3983	OTU530	0.8237608
OTU2405	OTU994	0.8889069
OTU442	OTU5576	0.9190775
OTU5649	OTU6403	0.8545561
OTU2283	OTU4412	0.877991
OTU7083	OTU8658	0.8252686
OTU1936	OTU6044	-0.8783557
OTU8657	OTU8881	0.8227921
OTU4762	OTU7549	0.8243934
OTU1936	OTU5444	0.8252737
OTU6847	OTU896	0.8212484
OTU1936	OTU8757	0.8264774
OTU1036	OTU7549	0.8178662
OTU1425	OTU8557	0.8230033
OTU442	OTU4815	0.8983786
OTU2727	OTU4838	0.8182094
OTU2283	OTU5455	0.8678079
OTU3345	OTU5340	0.8171051
OTU1874	OTU2581	0.8591107
OTU530	OTU5974	0.8522227
OTU1756	OTU8055	0.8343825
OTU5429	OTU7092	0.8185273
OTU4883	OTU7744	0.859585
OTU1954	OTU7976	0.8758666
OTU637	OTU7549	0.8187342
OTU2874	OTU4412	0.8121215
OTU3984	OTU5974	0.8195876
OTU4649	OTU5465	0.8943579
OTU2340	OTU4665	0.8141783
OTU1898	OTU4412	0.857722
OTU8055	OTU8881	0.8651313
OTU1621	OTU5429	0.8218526
OTU2477	OTU5783	0.8521615
OTU5128	OTU6854	0.811702
OTU3860	OTU7092	0.829428
OTU1675	OTU3806	0.8580428
OTU1756	OTU2874	0.841847
OTU2874	OTU3806	0.8916842
OTU4815	OTU7083	0.8367189
OTU4665	OTU5340	0.8667828
OTU5570	OTU7566	0.8255359
OTU5092	OTU5783	0.8595762
OTU2935	OTU5570	0.8316302
OTU5340	OTU7249	0.8942263
OTU1675	OTU2086	0.8766606
OTU5128	OTU8557	0.8096801
OTU250	OTU5576	0.8160178
OTU3992	OTU791	0.8137088
OTU2581	OTU8657	0.8138232
OTU2727	OTU8275	0.81075
OTU2581	OTU5653	0.8101482
OTU2086	OTU3345	0.8354215
OTU1936	OTU8318	0.8144199
OTU8658	OTU8876	0.8432088
OTU1874	OTU5429	0.8096843
OTU1898	OTU3536	0.8601159
OTU4665	OTU7423	0.8814049
OTU5146	OTU5783	0.8408737
OTU2536	OTU7092	0.8100177
OTU7471	OTU8876	0.8488862
OTU3992	OTU994	0.8203606
OTU3984	OTU8235	0.8092225
OTU3968	OTU7549	0.8900246
OTU4838	OTU5783	0.9274146
OTU5783	OTU7907	0.8412879
OTU2506	OTU3962	0.8536908
OTU442	OTU5146	0.815486
OTU1898	OTU7527	0.8164144
OTU8657	OTU8678	0.8563614
OTU2086	OTU5340	0.919669
OTU530	OTU5465	0.8443466
OTU3259	OTU6257	0.8546878
OTU2283	OTU6622	0.8174215
OTU1677	OTU8729	0.8126372
OTU5465	OTU7092	0.8083411
OTU5465	OTU7644	0.9179637
OTU1936	OTU5455	0.8312008
OTU2477	OTU7549	0.8284692
OTU2224	OTU6841	0.8949771
OTU2405	OTU3992	0.8746488
OTU3806	OTU4132	0.9269735
OTU442	OTU7440	0.9498557
OTU6841	OTU8881	0.83659
OTU5576	OTU7249	0.8571526
OTU530	OTU8532	0.8269743
OTU7527	OTU8678	0.8974219
OTU2727	OTU8876	0.8240427
OTU442	OTU530	0.8955538
OTU5570	OTU8658	0.8842365
OTU5444	OTU7549	0.8482413
OTU250	OTU7907	0.8585137
OTU1108	OTU8583	0.8999529
OTU455	OTU5092	0.8687561
OTU3536	OTU7424	0.8952912
OTU5455	OTU8700	0.8680589
OTU4815	OTU7471	0.8504377
OTU5783	OTU718	0.8681445
OTU4387	OTU8700	0.8254285
OTU2086	OTU4665	0.8809385
OTU5092	OTU6854	0.8471876
OTU2224	OTU530	0.8521198
OTU3953	OTU5783	0.8335655
OTU5042	OTU7471	0.862034
OTU4690	OTU6403	0.8745808
OTU3984	OTU7527	0.8264622
OTU5765	OTU7976	0.8784307
OTU5974	OTU7083	0.8708165
OTU5444	OTU7092	0.8687921
OTU7083	OTU7471	0.8449752
OTU1280	OTU5576	0.8945594
OTU5429	OTU8195	0.8625613
OTU4649	OTU5340	0.8417622
OTU8657	OTU8700	0.8817135
OTU2598	OTU5570	0.8668999
OTU2442	OTU7471	0.8086432
OTU5146	OTU8235	0.8457576
OTU2598	OTU6602	0.8338834
OTU4649	OTU7087	0.8476602
OTU3962	OTU8195	0.8413542
OTU8275	OTU8700	0.8338364
OTU5649	OTU7471	0.841232
OTU5128	OTU7800	0.8712161
OTU1936	OTU5151	0.8504569
OTU1280	OTU1874	0.8709353
OTU530	OTU5653	0.8814647
OTU2405	OTU5128	0.8699978
OTU1756	OTU7549	0.9001241
OTU5653	OTU8275	0.8459235
OTU1028	OTU7083	0.8362484
OTU2405	OTU6403	0.8914286
OTU3984	OTU4412	0.8561012
OTU3984	OTU442	0.9143615
OTU5783	OTU8657	0.9244995
OTU530	OTU7173	0.8788202
OTU4176	OTU5146	0.8186796
OTU4387	OTU5653	0.8251843
OTU6847	OTU7092	0.834032
OTU6841	OTU8907	0.8810331
OTU1452	OTU4883	0.8141795
OTU7083	OTU8318	0.835136
OTU4883	OTU8055	0.8271133
OTU7092	OTU8657	0.9104023
OTU1280	OTU1936	0.8242007
OTU6880	OTU8711	0.8290615
OTU1936	OTU8235	0.8851837
OTU3984	OTU6847	0.8491369
OTU5783	OTU7831	0.8256913
OTU3142	OTU530	0.8841929
OTU1282	OTU7644	0.82747
OTU4838	OTU6044	-0.8138975
OTU1936	OTU3345	0.8432324
OTU5570	OTU5783	0.8347915
OTU3984	OTU5042	0.8206863
OTU1621	OTU4838	0.8284137
OTU1280	OTU2086	0.8175108
OTU1874	OTU3806	0.9290797
OTU2340	OTU3992	0.915548
OTU5042	OTU6841	0.865427
OTU2506	OTU5146	0.8700192
OTU5429	OTU718	0.8161822
OTU7549	OTU8657	0.8878385
OTU3345	OTU5653	0.8401947
OTU1874	OTU2340	0.8874634
OTU3536	OTU8700	0.9328091
OTU7527	OTU7744	0.8509274
OTU1756	OTU7471	0.8198853
OTU1280	OTU2506	0.910185
OTU7424	OTU8678	0.8083797
OTU7744	OTU8275	0.8353723
OTU3142	OTU5092	0.8227836
OTU2874	OTU3983	0.8293255
OTU442	OTU5429	0.8291602
OTU5128	OTU7527	0.9272915
OTU6841	OTU8532	0.8283515
OTU2442	OTU7549	0.8543923
OTU4176	OTU7527	0.8822013
OTU1425	OTU4690	0.8134412
OTU110	OTU8418	0.8198094
OTU5576	OTU7907	0.8594198
OTU1425	OTU7800	0.8690646
OTU8195	OTU8678	0.8643218
OTU1452	OTU2086	0.8295047
OTU2477	OTU6841	0.8469719
OTU7644	OTU8055	0.8335876
OTU2086	OTU791	0.8158425
OTU6622	OTU8195	0.8121617
OTU4176	OTU5128	0.834832
OTU4838	OTU5455	0.8237579
OTU7173	OTU8195	0.8248402
OTU1425	OTU7549	0.8305124
OTU1677	OTU1936	0.8121274
OTU3806	OTU5444	0.8376494
OTU7087	OTU8876	0.8732924
OTU4762	OTU7083	0.8288
OTU1756	OTU455	0.8213417
OTU3142	OTU8053	0.8227717
OTU1936	OTU5195	0.8576093
OTU3953	OTU6841	0.8776684
OTU3142	OTU3984	0.8492851
OTU5455	OTU8195	0.8200653
OTU1282	OTU4838	0.8895112
OTU1282	OTU4132	0.8313218
OTU5649	OTU5783	0.8162319
OTU530	OTU8318	0.818167
OTU1280	OTU5429	0.8446708
OTU1621	OTU3806	0.8207729
OTU2283	OTU530	0.9033411
OTU5465	OTU791	0.8266676
OTU1677	OTU5649	0.8436905
OTU442	OTU4838	0.9124868
OTU1621	OTU7424	0.8159749
OTU3142	OTU5429	0.8266621
OTU3860	OTU7549	0.8645603
OTU5429	OTU896	0.8422405
OTU373	OTU8055	0.8133123
OTU5576	OTU8881	0.8400882
OTU1756	OTU5653	0.8491119
OTU1621	OTU5092	0.8640059
OTU2581	OTU3984	0.8314359
OTU442	OTU5092	0.888583
OTU4838	OTU7424	0.8375138
OTU2340	OTU4649	0.9014168
OTU2427	OTU3806	0.8106686
OTU455	OTU5649	0.8671891
OTU2536	OTU8700	0.8097246
OTU1621	OTU8658	0.8529009
OTU5092	OTU718	0.8266254
OTU5340	OTU7423	0.8365662
OTU1282	OTU7907	0.8135989
OTU5092	OTU6403	0.8116814
OTU6841	OTU8757	0.8385502
OTU7549	OTU8275	0.8295524
OTU1425	OTU8318	0.8233241
OTU1936	OTU3962	0.8188097
OTU7440	OTU7907	0.8430037
OTU7087	OTU7744	0.8169485
OTU3984	OTU4132	0.8574187
OTU5146	OTU6403	0.8441426
OTU1677	OTU373	0.8527503
OTU3992	OTU4815	0.9119661
OTU4176	OTU8729	0.8495117
OTU5783	OTU6854	0.841755
OTU5570	OTU7549	0.8399156
OTU1280	OTU2283	0.8120682
OTU3142	OTU8532	0.813956
OTU455	OTU5455	0.8518785
OTU530	OTU5783	0.8812267
OTU3983	OTU6841	0.8914514
OTU5570	OTU8318	0.8255913
OTU1936	OTU8881	0.8900154
OTU3968	OTU7471	0.8145486
OTU3984	OTU4838	0.8908449
OTU3984	OTU5649	0.8083255
