TaxLevel	Taxs	P.adj	Diff	Cmean	Mmean	Groups	Log2Change
Family	f_norank_o_norank_c_OM190	0.011417927580115	7.0683815139733	0.0358567043464555	0.0571419113983579	T05C_vs_T05M	-0.671
Family	f_Burkholderiaceae	0.169013222163607	1.9657762871592	0.0136556107429485	0.0183943439518023	T05C_vs_T05M	-0.427
Family	f_Calditrichaceae	0.0195179799846908	5.947824117519	0.0653026392289043	0.0410832817521842	T05C_vs_T05M	0.667
Family	f_norank_o_Syntrophobacterales	0.0179842355082677	6.11587735435793	0.0497149584540289	0.0751238319392105	T05C_vs_T05M	-0.595
Family	f_Bdellovibrionaceae	0.0128812948412068	6.81234772444363	0.0299341022718626	0.0477514371354084	T05C_vs_T05M	-0.672
Family	f_unclassified_p_Firmicutes	0.00493883883945816	8.90996674647023	0	0.00378255585857006	T05C_vs_T05M	-5.279
Family	f_Erysipelotrichaceae	0.0483218973175678	4.16252240888848	0.0242671531637588	0.0530469823555692	T05C_vs_T05M	-1.125
Family	f_norank_o_Candidatus_Kaiserbacteria	0.0022262661630351	10.7598423799551	0.0316084345158144	0.0601930341612276	T05C_vs_T05M	-0.927
Family	f_norank_o_OPB41	0.307805875048697	1.06855655085905	0.032103858226521	0.0406270167439675	T05C_vs_T05M	-0.339
Family	f_Chromatiaceae	0.143413640262501	2.23226567228818	0.0231148509438712	0.0311544230709049	T05C_vs_T05M	-0.429
Family	f_norank_o_norank_c_BD2-11_terrestrial_group	0.00435531505104393	9.19551106878111	0.0297126040104568	0.0519737716283246	T05C_vs_T05M	-0.805
Family	f_Sphingomonadaceae	1.21017019155262e-05	25.2973572130484	0.0190900578351647	0.0498179736972301	T05C_vs_T05M	-1.379
Family	f_norank_o_SBR1031	0.00144480415578137	11.8035665469317	0.024042520746091	0.0551025706567019	T05C_vs_T05M	-1.193
Family	f_Phycisphaeraceae	0.00186654448591737	11.1818951974196	0.0285433354802874	0.0519673166979072	T05C_vs_T05M	-0.862
Family	f_PHOS-HE36	0.304684726817025	1.08263190720921	0.0381981107168221	0.0457865693196487	T05C_vs_T05M	-0.261
Family	f_Rubritaleaceae	0.928558279236132	0.00814604818228077	0.0299439839951844	0.0307402579830893	T05C_vs_T05M	-0.038
Family	f_norank_o_0319-6G20	0.0117715706000365	7.00340348536042	0	0.00213307925471571	T05C_vs_T05M	-4.481
Family	f_Kiloniellaceae	0.0248292341140648	5.46000408202645	0.0188388772938002	0.0283337177622589	T05C_vs_T05M	-0.586
Family	f_Erysipelatoclostridiaceae	0.360147821570807	0.857989079100738	0.00471301083263283	0.00282908298383224	T05C_vs_T05M	0.716
Family	f_norank_o_Sva1033	0.118670006727949	2.54868564476591	0.0231185397451666	0.0318806992537471	T05C_vs_T05M	-0.462
Family	f_Geopsychrobacteraceae	0.00343241789882961	9.74285975131287	0.0219439088175861	0.0415900231862307	T05C_vs_T05M	-0.919
Family	f_unclassified_o_Microtrichales	0.621093786810132	0.24837542694735	0.0301844319721615	0.0333128493169201	T05C_vs_T05M	-0.142
Family	f_norank_o_norank_c_P9X2b3D02	0.0857795226680691	3.11151208882978	0.0259499149191023	0.0363584144750305	T05C_vs_T05M	-0.485
Family	f_Ectothiorhodospiraceae	0.951812795467433	0.00370038328994038	0.0221655322801943	0.022447319234142	T05C_vs_T05M	-0.018
Family	f_norank_o_Clostridia_vadinBB60_group	0.525355287921712	0.410910236365968	0.0101501833473021	0.00805414375802029	T05C_vs_T05M	0.33
Family	f_norank_o_SZB50	0.773345265716407	0.0841363756949106	0.0285328962762112	0.0304779245925237	T05C_vs_T05M	-0.095
Family	f_Halomonadaceae	0.00018525941510955	17.1504778053503	0	0.0063706420396565	T05C_vs_T05M	-6.016
Family	f_Marinobacteraceae	0.427610388372507	0.643006743926161	0.00164354391697091	0.00235563598862458	T05C_vs_T05M	-0.494
Family	f_Desulfomicrobiaceae	6.09565878500016e-08	45.0173319911049	0.0237784184930005	0	T05C_vs_T05M	7.9
Family	f_Gemmatimonadaceae	0.300275150164148	1.10284748096807	0.0259189859852982	0.0215014760367854	T05C_vs_T05M	0.268
Family	f_norank_o_norank_c_Subgroup_21	0.0171586373039294	6.2128691110967	0.0158168075524447	0.0302589266413231	T05C_vs_T05M	-0.932
Family	f_norank_o_Gaiellales	0.595783054749938	0.286199804233114	0.023090900484808	0.025741330281731	T05C_vs_T05M	-0.156
Family	f_norank_o_norank_c_Gracilibacteria	0.0565898259644054	3.86667157519134	0.0134405854573929	0.0217396029825263	T05C_vs_T05M	-0.69
Family	f_Idiomarinaceae	0.955664290467543	0.00313188749377247	0.00917690834422096	0.00944592905120535	T05C_vs_T05M	-0.041
Family	f_Trueperaceae	0.68360771815145	0.168664964587795	0.0181467323043391	0.0196005147341833	T05C_vs_T05M	-0.111
Family	f_Propionibacteriaceae	0.416229823418668	0.675611173733331	0.0195789085755036	0.0228991537598283	T05C_vs_T05M	-0.225
Family	f_norank_o_KI89A_clade	0.0371373209146797	4.66605868680491	0.0190993959148895	0.0278620022021359	T05C_vs_T05M	-0.542
Family	f_norank_o_Microtrichales	0.36079218970916	0.855664416079588	0.0162932191062866	0.0200670386242822	T05C_vs_T05M	-0.299
Family	f_Thiotrichaceae	0.00270174308639092	10.3016562423712	0.0108388288765616	0.0269749503787437	T05C_vs_T05M	-1.308
Family	f_norank_o_Chitinophagales	0.0547940088768643	3.92668553916917	0.0125078199888667	0.0203298905844538	T05C_vs_T05M	-0.696
Family	f_norank_o_Subgroup_9	0.247218626282546	1.38113897199255	0.0214596205046855	0.016309165675332	T05C_vs_T05M	0.394
Family	f_Hyphomicrobiaceae	0.00466739688360211	9.03804934978715	0.0108380976991417	0.0205541066245732	T05C_vs_T05M	-0.917
Family	f_Latescibacteraceae	0.188746010692731	1.79109497467529	0.0186351738920239	0.0245424742010097	T05C_vs_T05M	-0.395
Family	f_Methyloligellaceae	0.144546213190708	2.21932923401066	0.0108502761854786	0.0158178742133507	T05C_vs_T05M	-0.54
Family	f_Carnobacteriaceae	0.00489854097873419	8.92850008477337	0.00848401778093812	0.0172434072863937	T05C_vs_T05M	-1.015
Family	f_Desulfolunaceae	1.06734013656053e-06	33.6521328134579	0.0232942531949094	0	T05C_vs_T05M	7.87
Family	f_norank_o_norank_c_norank_p_Zixibacteria	0.524895903420862	0.411827352579224	0.0216942921742594	0.0257985397478234	T05C_vs_T05M	-0.249
Family	f_Thermotaleaceae	1.01613781005939e-07	42.8586561821464	0.0324922409993289	0	T05C_vs_T05M	8.348
Family	f_Geothermobacteraceae	2.93382496834255e-05	22.5161834105885	0.00708167266519613	0.0226726333853038	T05C_vs_T05M	-1.665
Family	f_Crocinitomicaceae	0.114261428527734	2.61303909868741	0.00730367595411364	0	T05C_vs_T05M	6.21
Family	f_Rhizobiales_Incertae_Sedis	0.689387701167236	0.162209075647042	0.0146196747311005	0.0160637739432306	T05C_vs_T05M	-0.135
Family	f_DEV007	0.743371018410468	0.108760362461927	0.0115674993791526	0.0104035590837445	T05C_vs_T05M	0.152
Family	f_norank_o_PeM15	0.41287784332879	0.685473877026883	0.0167496399257835	0.0200548463491865	T05C_vs_T05M	-0.258
Family	f_norank_o_norank_c_norank_p_Sva0485	1.14380176260168e-07	42.3670755394382	0.00989925971637939	0.0335384067794875	T05C_vs_T05M	-1.75
Family	f_Sedimenticolaceae	0.206441193368966	1.65218111456138	0.0108389055036073	0.00803927861084085	T05C_vs_T05M	0.426
Family	f_Blastocatellaceae	0.44026326845173	0.608290410184545	0.0165268613314687	0.0127545022935087	T05C_vs_T05M	0.371
Family	f_norank_o_WCHB1-41	0.00033801721771054	15.5177230633605	0	0.00496158852251982	T05C_vs_T05M	-5.662
Family	f_norank_o_norank_c_Gammaproteobacteria	0.116669913859119	2.57753604091274	0.00871719362107209	0.0129891272691155	T05C_vs_T05M	-0.57
Family	f_Nitrosococcaceae	0.706568352808986	0.14387685652397	0.00824161752791279	0.00753993027800522	T05C_vs_T05M	0.127
Family	f_Aeromonadaceae	0.290526489800218	1.14896531687496	0.0145804777820395	0.0214547959152078	T05C_vs_T05M	-0.554
Family	f_norank_o_norank_c_Dojkabacteria	2.93031513277943e-06	30.0427560693789	0	0.0186495449740462	T05C_vs_T05M	-7.551
Family	f_norank_o_AT-s2-59	0.0657873555479102	3.58913620042672	0.00989590371588389	0.0158325059351893	T05C_vs_T05M	-0.673
Family	f_norank_o_norank_c_norank_p_LCP-89	0.370377649928545	0.821763545849637	0.00117631511432595	0.00188977699645895	T05C_vs_T05M	-0.641
Family	f_norank_o_norank_c_JG30-KF-CM66	0.865364515779238	0.0291388472542798	0.0124919742413808	0.012989859918686	T05C_vs_T05M	-0.056
Family	f_norank_o_Ardenticatenales	0.0166142471944795	6.27961933285624	0.00989996094816829	0.0186703119601942	T05C_vs_T05M	-0.908
Family	f_Myxococcaceae	0.000117880367643567	18.4156050415047	0.00448157679932356	0.012518295560969	T05C_vs_T05M	-1.462
Family	f_Thioalkalispiraceae	0.120891516226639	2.51728855279212	0.00707548456325869	0.0111104007055665	T05C_vs_T05M	-0.644
Family	f_Exiguobacteraceae	0.209996898628841	1.62601149832059	0.00754224583883008	0.0108670359672575	T05C_vs_T05M	-0.521
Family	f_norank_o_Candidatus_Peribacteria	3.32329513283766e-05	22.1355270995146	0.00471570299563095	0.0174808395541714	T05C_vs_T05M	-1.868
Family	f_Cryomorphaceae	0.467241310985289	0.539273870183101	0.00825043688068784	0.00661383298924699	T05C_vs_T05M	0.315
Family	f_norank_o_norank_c_Subgroup_26	0.00535302011269893	8.7283370688376	0.00707826395208047	0.0153434740433995	T05C_vs_T05M	-1.105
Family	f_Schleiferiaceae	0.0197513239731677	5.92351154761537	0.00471475339688267	0.0115807028113719	T05C_vs_T05M	-1.279
Family	f_Moduliflexaceae	8.9032792415915e-06	26.2933734030491	0.00211750454330086	0.0186735672549015	T05C_vs_T05M	-3.082
Family	f_norank_o_Aminicenantales	0.220227087302011	1.55364714469063	0.0103879234022903	0.00707477512321757	T05C_vs_T05M	0.548
Family	f_Micavibrionaceae	0.693219254460316	0.1580102547347	0.00329971553656737	0.00401206020392855	T05C_vs_T05M	-0.274
Family	f_norank_o_UASB-TL25	1.30747676835554e-06	32.9109741597208	0.00141371894906249	0.0127412169136483	T05C_vs_T05M	-3.085
Family	f_67-14	0.413917199956582	0.682402821969892	0.00825734807110591	0.0106274577486262	T05C_vs_T05M	-0.36
Family	f_Granulosicoccaceae	0.0318989648632247	4.96258788296866	0.00377699470923303	0.00850764814615637	T05C_vs_T05M	-1.151
Family	f_norank_o_HOC36	0.426755260753657	0.645410313354104	0.00495248759623829	0.00637766562542604	T05C_vs_T05M	-0.358
Family	f_norank_o_norank_c_AT-s3-28	0.770915528933451	0.0860041555940599	0.00541807642601412	0.00496016177240927	T05C_vs_T05M	0.125
Family	f_Actinomycetaceae	0.994230740264675	5.29763061438054e-05	0.00117651153592632	0.00118133358292421	T05C_vs_T05M	-0.005
Family	f_Fermentibacteraceae	0.00775599427074148	7.90476110983057	0.00635999446425474	0.0122612999295784	T05C_vs_T05M	-0.936
Family	f_norank_o_norank_c_Alphaproteobacteria	0.92106719986952	0.00995006324632264	0.0077690671619442	0.00755938656799693	T05C_vs_T05M	0.039
Family	f_norank_o_Bradymonadales	0.00330989940733955	9.82715583782262	0.0025960325534232	0.00803189105260824	T05C_vs_T05M	-1.593
Family	f_norank_o_norank_c_norank_p_SAR324_cladeMarine_group_B	5.21678682090192e-07	36.3324672564335	0	0.00896570548278447	T05C_vs_T05M	-6.502
Family	f_norank_o_MBAE14	0.684857894481541	0.167256097251531	0.0115404752209332	0.0103845816594765	T05C_vs_T05M	0.151
Family	f_Haliangiaceae	0.162703362168356	2.02681973945666	0.00306143756493336	0.0051973966838699	T05C_vs_T05M	-0.745
Family	f_norank_o_pItb-vmat-80	0.913641967288298	0.011918132786979	0.00919351669007591	0.0089740514708596	T05C_vs_T05M	0.034
Family	f_norank_o_norank_c_WWE3	0.00485285609859897	8.94970872453118	0.00400784731408911	0.0092158270923109	T05C_vs_T05M	-1.181
Family	f_norank_o_norank_c_Thermodesulfovibrionia	0.0395557471293469	4.54423378533436	0.00305972917808852	0.00661099315281832	T05C_vs_T05M	-1.087
Family	f_Arenicellaceae	0.438615077392818	0.612724208745328	0.00541786831098315	0.00708805643375442	T05C_vs_T05M	-0.381
Family	f_norank_o_Rhodospirillales	0.505230575886711	0.452478237125063	0.0186300593027899	0.0153393608107753	T05C_vs_T05M	0.279
Family	f_norank_o_Vicinamibacterales	0.178286420626179	1.88081116289204	0.00518895130353102	0.00330721303027773	T05C_vs_T05M	0.634
Family	f_Nitrosomonadaceae	0.709151762012848	0.141229372358532	0.00518935322517559	0.00590398025795898	T05C_vs_T05M	-0.183
Family	f_Eel-36e1D6	0.0164394617325229	6.30155181072348	0.00212574647418916	0.00614240854334739	T05C_vs_T05M	-1.488
Family	f_FFCH9454	0.689756442095185	0.161802200450564	0.00707041622549397	0.00779753118005948	T05C_vs_T05M	-0.139
Family	f_Salinivirgaceae	0.0111292200111142	7.1230511758575	0	0.00164960787044439	T05C_vs_T05M	-4.129
Family	f_norank_o_PB19	0.791891115004533	0.0706071956773676	0.00188910958726999	0.00212779086284847	T05C_vs_T05M	-0.163
Family	f_norank_o_norank_c_norank_p_WS2	0.11419650075697	2.61400801981115	0.00519476761579146	0.00850513853540232	T05C_vs_T05M	-0.701
Family	f_Leptotrichiaceae	0.0803857838115472	3.22701698693765	0.00684814669272068	0.00306194179453225	T05C_vs_T05M	1.136
Family	f_Defluviitaleaceae	3.72705942657635e-07	37.627586020304	0.0179065041740638	0	T05C_vs_T05M	7.492
Family	f_norank_o_VHS-B4-70	0.000806278516218977	13.25635028895	0.00117532026600198	0.00803998763002629	T05C_vs_T05M	-2.674
Family	f_Rhodocyclaceae	0.000143529449532181	17.8606727437721	0.00189091637376801	0.00992443777382811	T05C_vs_T05M	-2.332
Family	f_norank_o_norank_c_Anaerolineae	0.00127189180421131	12.1166535767883	0.00141171623206525	0.00567860472989351	T05C_vs_T05M	-1.935
Family	f_Desulfoplanaceae	0.00847445417576548	7.71111563808528	0.00330169263569574	0	T05C_vs_T05M	5.088
Family	f_Puniceicoccaceae	0.181805255396762	1.84993983182045	0.00472365476924768	0.0078047182783324	T05C_vs_T05M	-0.713
Family	f_Rhodospirillaceae	0.0841529239354268	3.14546589273498	0.0209450837491329	0.00259418001973158	T05C_vs_T05M	2.966
Family	f_norank_o_SAR202_clade	3.73877565650241e-06	29.2011874151692	0.00943037784216424	0	T05C_vs_T05M	6.574
Family	f_Cyanobiaceae	0.00509202018010606	8.84096083514911	0.0023594087270972	0.00755164499656101	T05C_vs_T05M	-1.637
Family	f_Balneolaceae	0.640038746548708	0.222233575000218	0.00188647301946536	0.00141564018596295	T05C_vs_T05M	0.39
Family	f_Oceanospirillaceae	0.0461910117180493	4.24787292647484	0.00376086474557363	0	T05C_vs_T05M	5.271
Family	f_norank_o_norank_c_Pla4_lineage	0.00241429812915187	10.567232862591	0.00189125000377049	0.00613520821911099	T05C_vs_T05M	-1.647
Family	f_norank_o_Thalassobaculales	0.297202201486077	1.1171691757788	0.00400616959419351	0.00566203241790512	T05C_vs_T05M	-0.489
Family	f_Bacteriovoracaceae	0.690976317871907	0.160460407865715	0.00517782149642384	0.00425123495672717	T05C_vs_T05M	0.279
Family	f_unclassified_o_Chlamydiales	0.0351818331146689	4.77108134513953	0.00212902810004499	0.00589779854256891	T05C_vs_T05M	-1.428
Family	f_Pseudoalteromonadaceae	0.0141255288034428	6.6181292433969	0.00328834136536194	0.00967896002723564	T05C_vs_T05M	-1.529
Family	f_Syntrophotaleaceae	0.00687264620854817	8.17101453273489	0.0037675272691546	0.00778823540003583	T05C_vs_T05M	-1.028
Family	f_Kiritimatiellaceae	0.528568423440082	0.404535886899339	0.00307321559081507	0.0042538918811623	T05C_vs_T05M	-0.456
Family	f_norank_o_norank_c_d142	0.0555452047765944	3.90132087363145	0.00637046441446842	0.0111001804472032	T05C_vs_T05M	-0.792
Family	f_Hyphomonadaceae	0.996360035276885	2.10877916265429e-05	0.00353577329048167	0.0035306254564659	T05C_vs_T05M	0.002
Family	f_norank_o_norank_c_4-29-1	0.00471148263677497	9.01671474709687	0.00188049320761864	0.00589738695313574	T05C_vs_T05M	-1.598
Family	f_norank_o_norank_c_norank_p_Schekmanbacteria	0.334413562163537	0.955868302879307	0.00471641840330425	0.00329314858753507	T05C_vs_T05M	0.505
Family	f_Flammeovirgaceae	0.0429985758728676	4.38419083280086	0.0047135879763556	0.00189523768552791	T05C_vs_T05M	1.271
Family	f_AKYG1722	0.864611270378703	0.0294691202640789	0.00258396396508224	0.00236483390901583	T05C_vs_T05M	0.123
Family	f_Bogoriellaceae	0.374052719273695	0.809095624783816	0.00401868454749142	0.00590784426949709	T05C_vs_T05M	-0.545
Family	f_Eubacteriaceae	0.414211577562272	0.681535119427635	0.00495421214314531	0.00355397930165016	T05C_vs_T05M	0.468
